,Banyo Sayısı,Bina Yaşı,Brüt Metrekare,Cinsi,Dairenin Katı,Depozito,Eşya Durumu,Isıtma,Kat Sayısı,Kategori,Kullanım Durumu,Net Metrekare,Oda Sayısı,Salon Metrekare,Site İçerisinde,Takas,Türü,WC Sayısı,Yapı Durumu,Yapı Tipi,İlan Numarası,İlan Tarihi,district,county,Title,price
35064,1,3,45m,,1. Kat,900 TRY,-,Klimalı,3,Kiralık,Boş,40m,1+1,-,Hayır,Yok,Daire,1,İkinci El,-,6954283,01.02.2019,Yeşilyurt Mahallesi',Kepez,Akdeniz üniversitesine yakın yeşilyurt mah de 1+1 eşyalı daire,900 TL
35065,2,4,160m,,4. Kat,-,-,Klimalı,4,Kiralık,Boş,150m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6956278,01.02.2019,Büyükhasbahçe Mahallesi',Alanya,Antalya alanya büyük hasbahçe mahallesinde kiralık 3+1 daire,1.300 TL
35066,1,11-20,125m,,3. Kat,1100 TRY,-,Güneş Enerjisi,6,Kiralık,Boş,110m,2+1,-,Hayır,-,Daire,2,İkinci El,Betonarme,6954640,01.02.2019,Oba Mahallesi',Alanya,Alanya obagöl de kiralık 2+1 ayrı mutfak daire,1.150 TL
35067,1,20 ve üzeri,110m,,2. Kat,1200 TRY,-,Güneş Enerjisi,3,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,2,İkinci El,Betonarme,6954601,01.02.2019,Çarşı Mahallesi',Alanya,Alanya çarşı da kiralık 2+1 ayrı mutfak daire,1.200 TL
35068,2,2,120m,,2. Kat,1250 TRY,-,Klimalı,4,Kiralık,Boş,115m,2+1,-,Hayır,-,Daire,-,-,Betonarme,6955953,01.02.2019,Hurma Mahallesi',Konyaaltı,Life  gayrimenkulden  oldukca  genis  cift  banyolu  2+1  daire,1.250 TL
35069,1,4,60m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6954820,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı  hurma mah kiralık eşyalı 1+1 daire,1.200 TL
35070,1,0 (Yeni),70m,,2. Kat,800 TRY,-,Klimalı,4,Kiralık,Boş,65m,1+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6955964,01.02.2019,Sarısu Mahallesi',Konyaaltı,Konyaaltı sarısuda havuzlu sıfır geniş 1+1 kiralık daire,800 TL
35071,-,-,220m,,-,-,-,-,4,Kiralık,-,220m,-,-,Hayır,-,Daire,-,-,-,6844284,01.02.2019,Uncalı Mahallesi',Konyaaltı,Konyaaltı  uncalı  konaklarda  4+1  lüks  bahçe  dubleks,4.500 TL
35072,-,-,85m,,-,-,-,-,5,Kiralık,-,75m,-,-,Hayır,-,Daire,-,-,-,6953977,01.02.2019,Altınkum Mahallesi',Konyaaltı,Konyaaltı altınkumda 2+1 75m2 eşyalı kiralık daire,1.400 TL
35073,1,1,100m,,1. Kat,20000 TRY,-,Klimalı,4,Kiralık,Boş,90m,2+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6953703,01.02.2019,Hurma Mahallesi',Konyaaltı,Alyans gayrimenkul den hurma da 2+1 sıfır eşyalı havuzlu daire,20.000 TL
35074,-,-,240m,,-,6000 TRY,-,-,4,Kiralık,-,200m,-,-,Hayır,-,Daire,-,-,-,6951853,02.02.2019,Molla Yusuf Mahallesi',Konyaaltı,Konyaaltı konaklarda kiralık 4+1 ara kat doğalgazlı daire,3.000 TL
35075,2,4,160m,,4. Kat,1500 TRY,-,Klimalı,4,Kiralık,Boş,140m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6953899,01.02.2019,Hurma Mahallesi',Konyaaltı,Alyans gayrimenkul den havuzlu 1+1 fiyatına 3+1 eşyalı dublexs,1.500 TL
35076,Yok,2,100m,,20-30,1300 TRY,Boş,Klimalı,4,Kiralık,Boş,90m,2+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6953736,01.02.2019,Hurma Mahallesi',Konyaaltı,Alyans gayrimenkul den hurmada katta 2+1 havuzlu daire,1.300 TL
35077,-,-,90m,,-,2000 TRY,-,-,6,Kiralık,-,85m,-,-,Hayır,-,Daire,-,-,-,6953836,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Rauf denktaş havuzlu sitede mobilyalı 2+1 kiralık daire,2.000 TL
35078,-,-,160m,,-,-,-,-,4,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6952504,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurma mah kiralık 4+1 dubleks 2 teraslı,2.500 TL
35079,-,-,130m,,-,-,-,-,7,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6711212,02.02.2019,Sinan Mahallesi',Muratpaşa,Rihanoglu emlaktan kiralık  atatürk cd 1200 tl,1.200 TL
35080,-,-,120m,,-,1100 TRY,-,-,5,Kiralık,-,115m,-,35 m,Hayır,-,Daire,-,-,-,6953773,02.02.2019,Hurma Mahallesi',Konyaaltı,Antalya konyaaltı hurma da kıralık bos 2+1 dublex havuzlu favoril,1.100 TL
35081,-,-,115m,,-,2500 TRY,-,-,4,Kiralık,-,105m,-,-,Hayır,-,Daire,-,-,-,6952357,01.02.2019,Şirinyalı Mahallesi',Muratpaşa,şirinyalıda temiz 3+1 giriş katta,1.650 TL
35082,-,-,135m,,-,-,-,-,3,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6953564,01.02.2019,Göksu Mahallesi',Kepez,Göksu çevre yolu yakını katta asansörlü 3+1 kiralık,750 TL
35083,1,20 ve üzeri,120m,,5. Kat,-,Boş,Klimalı,5,Kiralık,Boş,115m,2+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6953326,01.02.2019,Gençlik Mahallesi',Muratpaşa,Antalya muratpaşa ışıklar da kiralık,1.100 TL
35084,-,-,72m,,-,-,-,-,8,Kiralık,-,70m,-,-,Hayır,-,Daire,-,-,-,6953038,01.02.2019,Mahmutlar Mahallesi',Alanya,Alanya mahmutlarda kiralık full eşyalı 1+1 residence,1.400 TL
35085,-,-,55m,,-,1300 TRY,-,-,4,Kiralık,-,55m,-,-,Hayır,-,Daire,-,-,-,6951675,01.02.2019,Hurma Mahallesi',Konyaaltı,Hurmada  merkezi  konumda  eşyalı  kiralık  daire,1.300 TL
35086,-,-,130m,,-,-,-,-,7,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6711013,02.02.2019,Sinan Mahallesi',Muratpaşa,Rihanoglu emlaktan 2+1 kiralık atatürk cad 1200 tl,1.200 TL
35087,1,4,95m,,1. Kat,-,-,Isıtma yok,3,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,2,-,-,6953424,01.02.2019,Yeni Doğan Mahallesi',Kepez,Yeni doğan da katta geniş kullanışlı kiralık daire,800 TL
35088,1,11-20,160m,,1. Kat,1500 TRY,-,Klimalı,4,Kiralık,Boş,145m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6953988,01.02.2019,Çağlayan Mahallesi',Muratpaşa,Muratpaşa belediyesine yakın katta 3+1 kiralık daire,1.500 TL
35089,1,11-20,80m,,Bahçe katı,-,-,Sobalı,1,Kiralık,Boş,70m,1+1,25 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6953064,01.02.2019,Ermenek Mahallesi',Muratpaşa,Güzelbağ bahçe katı kiralık 1+1 daire,450 TL
35090,1,11-20,145m,,3. Kat,800 TRY,-,Klimalı,4,Kiralık,Boş,120m,3+1,30 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6951733,01.02.2019,Memurevleri Mahallesi',Muratpaşa,Memur evlerinde kiralık lüks daire,800 TL
35091,1,0 (Yeni),65m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,1,-,-,6950854,01.02.2019,Kültür Mahallesi',Kepez,Kültür ulusoy caddesinde asansörlü kiralık 2+0 sıfır eşyalı dair,1.000 TL
35092,1,5-10,120m,,1. Kat,1750 TRY,-,Klimalı,4,Kiralık,Boş,110m,2+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6950401,01.02.2019,Gürsu Mahallesi',Konyaaltı,Konyaaltı gürsu merkezi denize yakın full eşyalı 2+1,1.750 TL
35093,1,0 (Yeni),55m,,Yüksek giriş,-,-,Klimalı,4,Kiralık,Boş,50m,1+1,-,Hayır,-,Daire,-,-,-,6950911,01.02.2019,Kültür Mahallesi',Kepez,Kültür mahallesinin ortasında full eşyalı kiralık daire akdeniz,975 TL
35094,1,5-10,65m,,Düz giriş,800 TRY,-,Klimalı,4,Kiralık,Boş,65m,1+1,1 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6108130,01.02.2019,Deniz Mahallesi',Muratpaşa,Deniz mah satılık möbleli 1+1 130000 tl,140.000 TL
35095,2,5-10,150m,,2. Kat,2000 TRY,-,Klimalı,4,Kiralık,Boş,140m,3+1,-,Hayır,-,Daire,-,-,-,6951170,01.02.2019,Pınarbaşı Mahallesi',Konyaaltı,üniversite yakını arakat full eşyalı 3+1 kiralık daire,2.000 TL
35096,-,-,110m,,-,-,-,-,4,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6950660,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurma mah kiralık 2+1 eşyalı bahce dublex,1.700 TL
35097,-,-,150m,,-,1150 TRY,-,-,4,Kiralık,-,130m,-,25 m,Hayır,-,Daire,-,-,-,6934858,01.02.2019,Ahatlı Mahallesi',Kepez,Ahatlı mah kiralık 3+1 katta daire,1.150 TL
35098,1,0 (Yeni),55m,,Yarı bodrum,-,-,Klimalı,3,Kiralık,Boş,48m,Stüdyo,-,Hayır,-,Daire,-,-,-,6951016,01.02.2019,Kültür Mahallesi',Kepez,Kültür mahallesinde en uygun dip rakamlara kiralık daire favorile,500 TL
35099,-,-,100m,,-,-,-,-,4,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6948824,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı bogacay cadde üzeri kiralık 2+1 klimalı,1.000 TL
35100,-,-,100m,,-,2000 TRY,-,-,4,Kiralık,-,95m,-,-,Hayır,-,Daire,-,-,-,6950973,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu lüks 2+1 eşyalı kiralık daire,2.000 TL
35101,-,-,100m,,-,2000 TRY,-,-,4,Kiralık,-,95m,-,-,Hayır,-,Daire,-,-,-,6950919,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda 2+1 full eşyalı kiralık daire,2.000 TL
35102,1,3,90m,,2. Kat,650 TRY,-,Klimalı,3,Kiralık,Boş,80m,2+1,20 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6949323,01.02.2019,Yeni Emek Mahallesi',Kepez,Dünya göz karşısı yeni emekte kiralık daire,650 TL
35103,2,5-10,180m,,1. Kat,3000 TRY,-,Isıtma yok,8,Kiralık,Boş,170m,3+1,-,Evet,-,Daire,-,-,-,6949135,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba merkez de 3+1 temiz katta,1.600 TL
35104,1,11-20,135m,,5. Kat,2000 TRY,-,Kombi Doğalgaz,8,Kiralık,Boş,130m,2+1,-,Hayır,-,Daire,1,-,-,6949714,01.02.2019,Bahçelievler Mahallesi',Muratpaşa,Deniz manzaralı 2+1 komple tadilat görmüş kiralık daire,2.000 TL
35105,-,-,165m,,-,3000 TRY,-,-,4,Kiralık,-,150m,-,-,Hayır,-,Daire,-,-,-,6949702,01.02.2019,Altınkum Mahallesi',Konyaaltı,Konyaaltı altınkum da 3+1 mobilyalı  kombili kiralık şık dublex,3.000 TL
35106,1,11-20,150m,,3. Kat,1500 TRY,Boş,Isıtma yok,6,Kiralık,Boş,135m,2+1,-,Hayır,-,Daire,1,-,-,6949868,01.02.2019,Bahçelievler Mahallesi',Muratpaşa,Bahcelievlerde ara kat full tadilat görmüş 2+1,1.500 TL
35107,-,-,85m,,-,-,-,-,3,Kiralık,-,75m,-,20 m,Hayır,-,Daire,-,-,-,6946726,01.02.2019,Yükseliş Mahallesi',Kepez,Yükseliş mh kiralık 1+1 75m2 eşyalı kiralık daire,700 TL
35108,-,-,150m,,-,-,-,-,5,Kiralık,-,140m,-,-,Hayır,-,Daire,-,-,-,6947183,01.02.2019,Yüksekalan Mahallesi',Muratpaşa,Mevlana caddesinde 3+1 memura kiralık daire,950 TL
35109,-,-,90m,,-,750 TRY,-,-,4,Kiralık,-,80m,-,25 m,Hayır,-,Daire,-,-,-,6947565,02.02.2019,Varlık Mahallesi',Muratpaşa,Antalya muratpaşa varlık mahallesi balkonlu zemin 90m2 750tl,750 TL
35110,-,-,90m,,-,2500 TRY,-,-,4,Kiralık,-,80m,-,-,Hayır,-,Daire,-,-,-,6946685,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı liman da kiralık mobilyalı site içi 2+1,2.500 TL
35111,1,0 (Yeni),50m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,45m,1+1,-,Hayır,-,Daire,-,-,-,6946940,01.02.2019,Kültür Mahallesi',Kepez,çağlar dan ahatlı da katta kiralık kısmi eşyalı daire,900 TL
35112,1,5-10,100m,,1. Kat,1250 TRY,Boş,Klimalı,3,Kiralık,Boş,85m,2+1,30 m,Hayır,-,Daire,1,İkinci El,Betonarme,6845827,31.01.2019,Uluç Mahallesi',Konyaaltı,Konyaaltı uluç mahallesinde 2+1 kiralık daire,1.250 TL
35113,1,0 (Yeni),52m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,48m,1+1,-,Hayır,-,Daire,-,-,-,6946911,01.02.2019,Kültür Mahallesi',Kepez,Kültürün ortasında eşyalı 2+0 sıfır bina sıfır eşyalar kiralık,1.000 TL
35114,1,0 (Yeni),55m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,50m,1+1,-,Hayır,-,Daire,-,-,-,6946915,01.02.2019,Kültür Mahallesi',Kepez,Ahatlı da 1+1 sıfır bina sıfır full eşya ulusoy 1 üst sokağı,900 TL
35115,-,-,70m,,-,1500 TRY,-,-,4,Kiralık,-,65m,-,-,Hayır,-,Daire,-,-,-,6946192,01.02.2019,Kuşkavağı Mahallesi',Konyaaltı,Konyaaltı altınkumda 2 aylık 1+1 full eşyalı kiralıkdaire,1.500 TL
35116,1,0 (Yeni),48m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,45m,1+1,-,Hayır,-,Daire,-,-,-,6946902,01.02.2019,Kültür Mahallesi',Kepez,Kültürün ortasında 1+1 2+0 eşyasız daireler sıfır,600 TL
35117,1,1,80m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,70m,2+1,-,Hayır,-,Daire,-,-,-,6946894,01.02.2019,Kültür Mahallesi',Kepez,Kepez yenidoganda kiralik 2+1 amerikan mutfaklı daire,850 TL
35118,-,-,200m,,-,2400 TRY,-,-,2,Kiralık,-,200m,-,-,Hayır,-,Daire,-,-,-,6820180,01.02.2019,Gürsu Mahallesi',Konyaaltı,Antalya konyaaltı gürsu mah kiralık dogalgazeşyalı 3+1 dublex,2.400 TL
35119,-,-,85m,,-,650 TRY,-,-,3,Kiralık,-,70m,-,-,Hayır,-,Daire,-,-,-,6944876,01.02.2019,Atatürk Mahallesi',Kepez,Han emlakdan atatürk mah kiralık 2+1 yüksek giriş,650 TL
35120,-,-,100m,,-,2500 TRY,-,-,4,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6871422,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı  hurmada  lüks  2+1  doğalgazlı  eşyalı  kiralık,2.500 TL
35121,1,11-20,140m,,3. Kat,-,-,Sobalı,3,Kiralık,Boş,130m,3+1,40 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6944402,02.02.2019,Çayyazı Mahallesi',Manavgat,Huzur emlaktan cayyazı selale yolu uzerınde temız genıs ferah 3+1,600 TL
35122,-,-,170m,,-,1250 TRY,-,-,5,Kiralık,-,165m,-,30 m,Hayır,-,Daire,-,-,-,6945283,01.02.2019,Şekerhane Mahallesi',Alanya,Kiralık  3+1  alanya  merkez  cuma  pazarı,1.250 TL
35123,-,-,165m,,-,-,-,-,7,Kiralık,-,150m,-,40 m,Hayır,-,Daire,-,-,-,6943686,01.02.2019,Meydankavağı Mahallesi',Muratpaşa,Meydankavağı havuzlu site içerisinde 3+1 150m2,1.500 TL
35124,-,-,115m,,-,-,-,-,4,Kiralık,-,105m,-,35 m,Hayır,-,Daire,-,-,-,6943449,01.02.2019,Meydankavağı Mahallesi',Muratpaşa,Meydankavağı 2+1 105m2 yüksek giriş,1.000 TL
35125,1,4,55m,,Düz giriş,-,Eşyalı,Isıtma yok,2,Kiralık,Boş,50m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6944832,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba raufdenktaş ta kiralık eşyalı daire 1+1 1100tl,1.100 TL
35126,1,20 ve üzeri,140m,,2. Kat,1000 TRY,-,Isıtma yok,8,Kiralık,Boş,135m,3+1,30 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6943518,02.02.2019,Deniz Mahallesi',Muratpaşa,Güllük caddesi üzerinde iş yerine uygun kiralık 3+1 geniş daire,1.000 TL
35127,1,0 (Yeni),85m,,3. Kat,850 TRY,-,Klimalı,4,Kiralık,Boş,85m,2+1,20 m,Hayır,-,Daire,1,Sıfır,Betonarme,6704684,02.02.2019,Gebizli Mahallesi',Muratpaşa,Kiralık daire gebizli 2+1 asansörlü antalya,850 TL
35128,1,20 ve üzeri,140m,,1. Kat,1000 TRY,-,Isıtma yok,8,Kiralık,Boş,135m,3+1,30 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6943832,02.02.2019,Deniz Mahallesi',Muratpaşa,Deniz mahallesinde güllük cad yakın kiralık 3+1 140m2,1.000 TL
35129,2,5-10,200m,,8. Kat,2750 TRY,-,Kombi Doğalgaz,11,Kiralık,Boş,185m,4+1,40 m,Hayır,-,Daire,2,-,-,6942844,02.02.2019,Pınarbaşı Mahallesi',Konyaaltı,Konyaaltında 5m migros karşında deniz manzaralı doğalgazlı daire,2.750 TL
35130,-,-,125m,,-,-,-,-,5,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6942404,01.02.2019,Kızıltoprak Mahallesi',Muratpaşa,Kızıltoprak meydan tıp arkası 3+1 yüksek giriş,1.100 TL
35131,1,11-20,150m,,3. Kat,-,-,Klimalı,5,Kiralık,Boş,140m,3+1,-,Hayır,-,Daire,-,-,-,6942420,01.02.2019,Kızıltoprak Mahallesi',Muratpaşa,Meydan kavşağında tramvaya 10 adım kiralık 3+1 daire,800 TL
35132,-,-,110m,,-,2300 TRY,-,-,4,Kiralık,-,95m,-,-,Hayır,-,Daire,-,-,-,6942813,01.02.2019,Liman Mahallesi',Konyaaltı,Antalya konyaaltı liman mah kiralık 2+1ful eşyalı daire,2.300 TL
35133,1,0 (Yeni),70m,,2. Kat,-,-,Klimalı,5,Kiralık,Boş,70m,1+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6701507,02.02.2019,Kestel Mahallesi',Alanya,Kestel kiralık 1+1 full eşyalı sıfır kiralık aidat dahil site içi,1.500 TL
35134,-,-,120m,,-,1000 TRY,-,-,5,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6703693,02.02.2019,Sinan Mahallesi',Muratpaşa,Rıhanoglundan sınan mahkıralık 3+1 1000 tl,1.000 TL
35135,-,-,185m,,-,3000 TRY,-,-,8,Kiralık,-,165m,-,-,Hayır,-,Daire,-,-,-,5928908,01.02.2019,Uncalı Mahallesi',Konyaaltı,Antalya konyaaltı uncalı mahallesi havuzlusite kiralık 3+1 daire,3.000 TL
35136,2,5-10,220m,,4. Kat,1750 TRY,-,Klimalı,4,Kiralık,Boş,190m,4+1,-,Hayır,Yok,Daire,3,İkinci El,Betonarme,6926428,31.01.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurma mahallesinde ayrı mutfaklı 4+2 dublex daire,1.750 TL
35137,-,-,145m,,-,3400 TRY,-,-,2,Kiralık,-,105m,-,-,Hayır,-,Daire,-,-,-,6941245,02.02.2019,Altınkale Mahallesi',Döşemealtı,Palm cıtyde kiralık 2+1 bakımlı daire,1.700 TL
35138,1,5-10,150m,,3. Kat,1850 TRY,-,Klimalı,3,Kiralık,Boş,125m,2+1,35 m,Hayır,-,Daire,1,-,-,6940507,01.02.2019,Şirinyalı Mahallesi',Muratpaşa,Galeri den dedeman akra barut karşısı 2+1 ayrı mutfak eşyalı,1.850 TL
35139,2,5-10,120m,,2. Kat,1100 TRY,-,Klimalı,6,Kiralık,Boş,110m,2+1,35 m,Evet,Yok,Daire,2,İkinci El,Betonarme,6941150,01.02.2019,Mahmutlar Mahallesi',Alanya,Alanya mahmutlar da kiralık eşyalı 2+1 daire,1.100 TL
35140,1,0 (Yeni),65m,,2. Kat,1000 TRY,-,Klimalı,3,Kiralık,Boş,55m,1+1,25 m,Hayır,Yok,Daire,1,Sıfır,Betonarme,6700880,02.02.2019,Toros Mahallesi',Konyaaltı,Konyaaltı toros mah de 1+1 yeni binada öğrenciye aileye kiralık,1.050 TL
35141,-,-,90m,,-,1500 TRY,-,-,2,Kiralık,-,80m,-,-,Hayır,-,Daire,-,-,-,6940811,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba merkezde cuma pazarı arkası katta 2+1 kiralık daire,1.500 TL
35142,-,-,125m,,-,-,-,-,3,Kiralık,-,120m,-,-,Hayır,-,Daire,-,-,-,6940796,01.02.2019,Kütükçü Mahallesi',Kepez,Kütükçü kıralık 3+1 sıfır,750 TL
35143,-,-,80m,,-,-,-,-,3,Kiralık,-,80m,-,-,Hayır,-,Daire,-,-,-,6401603,02.02.2019,Side Mahallesi',Manavgat,Burak emlaktan kiralık haftalık apart daireler,1.500 TL
35144,1,11-20,45m,,Bahçe katı,750 TRY,-,Klimalı,5,Kiralık,Kiracı Oturuyor,40m,1+1,-,Hayır,-,Daire,-,-,-,6941521,01.02.2019,Bayındır Mahallesi',Muratpaşa,Bayındır mahallesinde full eşyalı kiralık daire,750 TL
35145,-,-,65m,,-,1350 TRY,-,-,4,Kiralık,-,60m,-,-,Hayır,-,Daire,-,-,-,6941508,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurmada havuzlu full eşyalı 1+1 kiralık daire,1.350 TL
35146,-,-,105m,,-,-,-,-,4,Kiralık,-,95m,-,-,Hayır,-,Daire,-,-,-,6937982,01.02.2019,Liman Mahallesi',Konyaaltı,Liman da güvenlikli kapalı garajlı sitede eşyalı lux 2+1 katta,2.750 TL
35147,1,0 (Yeni),70m,,2. Kat,-,-,Klimalı,5,Kiralık,Boş,68m,1+1,-,Hayır,Yok,Daire,-,-,-,6939166,01.02.2019,Saray Mahallesi',Alanya,Damlataşta aktıvıtelı sıtede 1+1 full esyalı daıre,1.700 TL
35148,-,-,75m,,-,2000 TRY,-,-,3,Kiralık,-,75m,-,-,Hayır,-,Daire,-,-,-,6702405,01.02.2019,Altınkum Mahallesi',Konyaaltı,Antalya konyaaltı altınkum mah kiralık eşylalı 1+1 daire sahilde,1.850 TL
35149,-,-,135m,,-,1750 TRY,-,-,10,Kiralık,-,130m,-,-,Hayır,-,Daire,-,-,-,6939447,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Kundu turizm yolu full deniz manzaralı 3+1 esyalı kiralık,1.750 TL
35150,2,0 (Yeni),120m,,5. Kat,-,-,Klimalı,5,Kiralık,Boş,115m,2+1,-,Hayır,Yok,Daire,-,-,-,6939126,01.02.2019,Saray Mahallesi',Alanya,Damlataşta mayıs ayına kadar 2+1 esyalı kıralık daıre aktıvıtelı,2.500 TL
35151,-,-,100m,,-,-,-,-,3,Kiralık,-,100m,-,-,Hayır,-,Daire,-,-,-,6697609,02.02.2019,Side Mahallesi',Manavgat,Burak emlaktan kiralık eşyali daire,1.750 TL
35152,-,-,100m,,-,1400 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6938692,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 2+1 full eşyalı kiralık daire,1.400 TL
35153,-,-,100m,,-,1400 TRY,-,-,4,Kiralık,-,96m,-,-,Hayır,-,Daire,-,-,-,6938517,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 2+1 full eşyalı kiralık daire,1.400 TL
35154,-,-,110m,,-,-,-,-,3,Kiralık,-,110m,-,-,Hayır,-,Daire,-,-,-,6696733,02.02.2019,Hatipler Mahallesi',Manavgat,Hatıplarda ana yola 3 km kiralık 3+1 daire,450 TL
35155,1,20 ve üzeri,100m,,1. Kat,1500 TRY,-,Klimalı,3,Kiralık,Boş,95m,2+1,-,Hayır,-,Daire,-,-,-,6929652,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzelobada 2+1 2esyali site icinde,1.300 TL
35156,1,5-10,125m,,7. Kat,-,-,Kombi Doğalgaz,7,Kiralık,Kiracı Oturuyor,120m,3+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6939687,01.02.2019,Bayındır Mahallesi',Muratpaşa,Muratpaşa bayındır da eşyalı kiralık daire,1.500 TL
35157,1,5-10,125m,,2. Kat,-,-,Klimalı,5,Kiralık,Boş,120m,2+1,-,Hayır,-,Daire,-,-,-,6939173,02.02.2019,Güller Pınarı Mahallesi',Alanya,Denize 100 metre mesafede eşyalı 2+1,1.200 TL
35158,1,11-20,160m,,Kot 3,-,-,Isıtma yok,5,Kiralık,Boş,155m,3+1,-,Hayır,-,Daire,-,-,-,6939451,01.02.2019,Sahilkent Mahallesi',Finike,Finike sahilkentte deniz manzaralı daire,750 TL
35159,-,-,45m,,-,1300 TRY,-,-,4,Kiralık,-,40m,-,-,Hayır,-,Daire,-,-,-,6937494,01.02.2019,Hurma Mahallesi',Konyaaltı,Hurmahomes dan kapalı otoparklı lüks sitede katta full eşyalı 1+1,1.300 TL
35160,-,-,250m,,-,-,-,-,6,Kiralık,-,240m,-,-,Hayır,-,Daire,-,-,-,6936870,01.02.2019,Cumhuriyet Mahallesi',Muratpaşa,Cumhuriyet mah 5+1 250 m2 dubleks kiralık daire,1.250 TL
35161,1,11-20,65m,,Düz giriş,850 TRY,-,Klimalı,3,Kiralık,Boş,65m,1+1,20 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6694444,02.02.2019,Altınkum Mahallesi',Konyaaltı,Konyaaltı altınkum mah de 1+1 ful mobilyalı daire,850 TL
35162,1,2,60m,,5. Kat,1200 TRY,-,Klimalı,7,Kiralık,Boş,60m,1+1,-,Evet,Yok,Daire,1,-,-,6694273,02.02.2019,Altınova Orta Mahallesi',Kepez,Antalya merkez lüks sitede full sıfır eşyalı daire,1.200 TL
35163,-,-,100m,,-,-,-,-,4,Kiralık,-,92m,-,-,Hayır,-,Daire,-,-,-,6937417,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı liman da superlux eşyalı 2+1 denize 400 mt mesafede,2.400 TL
35164,-,-,110m,,-,3500 TRY,-,-,2,Kiralık,-,90m,-,-,Hayır,-,Daire,-,-,-,6931737,01.02.2019,Kemerağzı Mahallesi',Aksu,Kundu oteller bölgesinde havuzlu sitede sıfır eşyalı 2+1,1.750 TL
35165,1,5-10,100m,,Yüksek giriş,-,-,Klimalı,2,Kiralık,Boş,90m,2+1,30 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6937274,01.02.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba temiz ve bahçe katı kiralık 2+1 daire,850 TL
